"TEAMID";"LAPNR";"PREDICTEDSTARTTIME";"LAPTIME";"ATHLETE_ID"
"4058";"59";"2021-08-22 10:22:26";"1440";"20106"
"4058";"60";"2021-08-22 10:46:26";"1440";"20108"
"4040";"56";"2021-08-22 09:02:31";"1380";"19989"
"4040";"57";"2021-08-22 09:25:31";"1440";"19987"
"4040";"58";"2021-08-22 09:49:31";"1320";"19992"
"4040";"59";"2021-08-22 10:11:31";"1320";"19992"
"4053";"54";"2021-08-22 10:17:44";"1560";"20070"
"4053";"55";"2021-08-22 10:43:44";"1560";"20071"
"4053";"67";"2021-08-22 11:09:44";"1560";"20070"
"4039";"50";"2021-08-22 10:39:42";"1200";"19981"
"4039";"51";"2021-08-22 10:59:42";"1320";"19982"
"4039";"52";"2021-08-22 11:21:42";"1500";"19983"
"4039";"53";"2021-08-22 11:46:42";"1500";"19985"
"4039";"54";"2021-08-22 12:11:42";"1500";"19983"
