ID;STARTNUMBER;GENDER;FIRSTNAME;LASTNAME;FULLNAME;SORTORDER;DEFLAPTIME;PICTUREURL;TEAM_ID;EVENT_ID
19992;6026;m;Philipp;Hartung;Hartung, Philipp;;22;;4040;2
19945;4391;m;Max;Pohl;Pohl, Max;;28;;4030;2
19946;4392;m;Matthias;Baldauf;Baldauf, Matthias;;27;;4030;2
19948;4394;m;Lutz;Kluge;Kluge, Lutz;;26;;4030;2
20200;8224;m;Nils;Nuckelt;Nuckelt, Nils;;23;;4070;2
20198;8222;m;Jens;Veik;Veik, Jens;;24;;4070;2
20197;8221;m;Jens;Glöckner;Glöckner, Jens;;24;;4070;2
20199;8223;m;Tobias;Hensche;Hensche, Tobias;;24;;4070;2
18941;2242;m;Daniel;Lorenz;Lorenz, Daniel;;30;;3974;2
20066;8012;m;Martin;Dix;Dix, Martin;;22;;4053;2
20061;6153;m;Mirko;Staude;Staude, Mirko;;25;/race/AthletePictures(20061)/image;4052;2
20062;6154;m;Marco;Koch;Koch, Marco;;31;/race/AthletePictures(20062)/image;4052;2
20063;6155;m;Frank;Müller;Müller, Frank;;27;/race/AthletePictures(20063)/image;4052;2
20060;6152;m;André;Fischer;Fischer, André;;27;/race/AthletePictures(20060)/image;4052;2
19953;4411;m;Dominique;Eichhorn;Eichhorn, Dominique;;26;/race/AthletePictures(19953)/image;4032;2
19954;4412;m;Rico;Messig;Messig, Rico;;24;/race/AthletePictures(19954)/image;4032;2
19955;4413;m;Carsten;Töpfer;Töpfer, Carsten;;25;/race/AthletePictures(19955)/image;4032;2
19956;4414;m;Steffen;Polster;Polster, Steffen;;25;/race/AthletePictures(19956)/image;4032;2
19989;6023;m;Thomas;Pampel;Pampel, Thomas;;23;;4040;2
20202;8226;m;Hannes;Findeisen;Findeisen, Hannes;;23;;4070;2
20112;8068;m;Toni;Nötzel;Nötzel, Toni;1;24;;4058;2
20107;8063;f;Simone;Elli Esper;Elli Esper, Simone;2;30;;4058;2
20108;8064;m;Alexander;Richter;Richter, Alexander;3;24;;4058;2
20105;8061;f;Lina;Michalik;Michalik, Lina;4;24;;4058;2
20109;8065;m;Marko;Bohne;Bohne, Marko;5;22;;4058;2
20110;8066;m;Marcel;Staudacher;Staudacher, Marcel;6;24;;4058;2
20111;8067;m;Christian;Kux;Kux, Christian;7;21;;4058;2
20106;8062;f;Julia;Kux;Kux, Julia;8;24;;4058;2
20141;8551;m;Markus;Brunner;Brunner, Markus;;30;;4063;2
20142;8552;m;Kai;Rüger;Rüger, Kai;;30;;4063;2
20143;8553;m;Mario;Heidrich;Heidrich, Mario;;30;;4063;2
20144;8554;m;Robert;Schwarz;Schwarz, Robert;;30;;4063;2
20145;8555;m;Henry;John;John, Henry;;30;;4063;2
20146;8556;m;Peter;Brunner;Brunner, Peter;;30;;4063;2
20147;8557;m;Lars;Heineke;Heineke, Lars;;30;;4063;2
20148;8558;m;Rico;Herder;Herder, Rico;;30;;4063;2
