CompetitionId;DlProviderId;CompetitionName;ValidTo;Country;Host;Sport;CompetitionType
DFL-COM-000002;;2. Bundesliga;;Deutschland;Die Liga - Fußballverband e.V. (Ligaverband);Fußball;Ligabetrieb
