ClubId;DlProviderId;ClubName;ThreeLetterCode;CompetitionId;CompetitionName;SeasonId;Season;StadiumId;StadiumName;LongName;ShortName;LongNameEnglish;ShortNameEnglish;ClubColorOne;ClubColorOneRGB;ClubColorTwo;ClubColorTwoRGB;ClubColorThree;ClubColorThreeRGB;Founded;Street;HouseNumber;PostalCode;City;Country;Phone;Fax;Mail;Website;ValidTo;ShirtOneMainColor;ShirtOneMainColorRGB;ShirtOneSecondaryColor;ShirtOneSecondaryColorRGB;ShirtOneNumberColor;ShirtOneNumberColorRGB;ShirtTwoMainColor;ShirtTwoMainColorRGB;ShirtTwoSecondaryColor;ShirtTwoSecondaryColorRGB;ShirtTwoNumberColor;ShirtTwoNumberColorRGB;ShirtThreeMainColor;ShirtThreeMainColorRGB;ShirtThreeSecondaryColor;ShirtThreeSecondaryColorRGB;ShirtThreeNumberColor;ShirtThreeNumberColorRGB
DFL-CLU-00000V;;1. FC Union Berlin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
