StadiumId;DlProviderId;Name;ValidTo;Street;HouseNumber;PostalCode;City;Country;Website;YearOfConstruction;Turf;RoofedOver
DFL-STA-00000N;;Sportpark Ronhof | Thomas Sommer;;Laubenweg;60;84571;Fürth;Deutschland;www.test.de;0;;false
